quarter,service_name,provider_name,purpose,state,planning_region,mmm_code,mmm_region,size,overall_rating,experience_rating,compliance_rating,staffing_rating,quality_rating,service_suburb,prev_overall,rating_change,movement,quarters_at_rating,is_latest
2026-05,Westmont Homestead,Westmont Aged Care Services Limited,Not for Profit,VIC,Hume,MM2,Regional centres,Large,1.0,4.0,1.0,3.0,3.0,BARANDUDA,4.0,-3.0,Declined,1,True
